rID,genes,ec,reaction,kegg,reaction_form,Pathway,evid/relia,comment 
R75,slr1665,5.1.1.7,"LL-2,6-Diaminoheptanedioate_[cyt] <=> meso-2,6-Diaminoheptanedioate_[cyt]",R02735,C00666_[cyt] <=> C00680_[cyt],"Asparagine, Aspartate, Lysine and Threonine",A,
R76,sll0504,4.1.1.20,"meso-2,6-Diaminoheptanedioate_[cyt] => L-Lysine_[cyt] + CO2_[cyt]",R00451,C00680_[cyt] => C00047_[cyt] + C00011_[cyt],"Asparagine, Aspartate, Lysine and Threonine",A,
R77,-,6.3.5.4,ATP_[cyt] + L-Aspartate_[cyt] + L-Glutamine_[cyt] + H2O_[cyt] => AMP_[cyt] + Diphosphate_[cyt] + L-Asparagine_[cyt] + L-Glutamate_[cyt],R00578,C00002_[cyt] + C00049_[cyt] + C00064_[cyt] + C00001_[cyt] => C00020_[cyt] + C00013_[cyt] + C00152_[cyt] + C00025_[cyt],"Asparagine, Aspartate, Lysine and Threonine",E,No enzyme for the synthesis of asparagine could been identified for Synechocystis sp. PCC6803
R78,sll0422,3.5.1.1,L-Asparagine_[cyt] + H2O_[cyt] => L-Aspartate_[cyt] + NH3_[cyt],R00485,C00152_[cyt] + C00001_[cyt] => C00049_[cyt] + C00014_[cyt],"Asparagine, Aspartate, Lysine and Threonine",A,
R79,sll0585,3.5.1.1,L-Asparagine_[cyt] + H2O_[cyt] => L-Aspartate_[cyt] + NH3_[cyt],R00485,C00152_[cyt] + C00001_[cyt] => C00049_[cyt] + C00014_[cyt],"Asparagine, Aspartate, Lysine and Threonine",A,
R80,sll0776,2.7.1.-,L-Threonine_[cyt] + ATP_[cyt] => L-Threonine O-3-phosphate_[cyt] + ADP_[cyt],R06531,C00188_[cyt] + C00002_[cyt] => C12147_[cyt] + C00008_[cyt],"Asparagine, Aspartate, Lysine and Threonine",A,Threonine kinase
R81,sll1713,4.1.1.81,L-Threonine O-3-phosphate_[cyt] => D-1-Aminopropan-2-ol O-phosphate_[cyt] + CO2_[cyt],R06530,C12147_[cyt] => C04122_[cyt] + C00011_[cyt],"Asparagine, Aspartate, Lysine and Threonine",C,"BLAST search: identity 57.5 %,  score 414, E-value e-117, to  threonine-phosphate decarboxylase from  Anabaena variabilis ATCC 29413"
R82,BioPro,-,0.766 L-Alanine_[cyt] + 0.455 L-Arginine_[cyt] + 0.366 L-Asparagine_[cyt] + 0.454 C00049_[cyt] + 0.090 L-Aspartate_[cyt] + 0.502 L-Glutamine_[cyt] + 0.546 L-Glutamate_[cyt] + 0.666 Glycine_[cyt] + 0.168 L-Histidine_[cyt] + 0.566 L-Isoleucine_[cyt] + 1.029,-,0.766 C00041_[cyt] + 0.455 C00062_[cyt] + 0.366 C00152_[cyt] + 0.454 C00049_[cyt] + 0.090 C00097_[cyt] + 0.502 C00064_[cyt] + 0.546 C00025_[cyt] + 0.666 C00037_[cyt] + 0.168 C00135_[cyt] + 0.566 C00407_[cyt] + 1.029 C00123_[cyt] + 0.378 C00047_[cyt] + 0.1,General,-,Protein fraction of Biomass
R83,BioDNA,-,0.7749 dCTP_[cyt] + 0.8517 dTTP_[cyt] + 0.7772 dGTP_[cyt] + 0.8487 dATP_[cyt] => 1 TB2_[cyt] + 3.2525 PPi_[cyt],-,0.7749 C00458_[cyt] + 0.8487 C00131_[cyt] + 0.7772 C00286_[cyt] + 0.8517 C00459_[cyt] => 1 TB2_[cyt] + 3.2525 C00013_[cyt],General,-,DNA fraction of Biomass
R84,BioRNA,-,0.8080 GTP_[cyt] + 0.7300 ATP_[cyt] + 0.7799 CTP_[cyt] + 0.8012 UTP_[cyt] => 1 TB3_[cyt] + 3.1191 PPi_[cyt],-,0.8080 C00044_[cyt] + 0.7300 C00002_[cyt] + 0.7799 C00063_[cyt] + 0.8012 C00075_[cyt] => 1 TB3_[cyt] + 3.1191 C00013_[cyt],General,-,RNA fraction of Biomass
R85,BioCellwall,-,0.4276 Lipid-A-disaccharide + 0.4276 [GlcNAc-(1->4)-Mur2Ac(oyl-L-Ala-g-D-Glu-A2pm-D-Ala-D-Ala)]n-diphosphoundecaprenol_[cyt] => 1 TB4_[cyt],-,0.4276 C04932_[cyt] + 0.4276 E11_[cyt] => 1 TB4_[cyt],General,-,Cell wall fraction of Biomass
R86,BioLip,-,"0.380 3-beta-D-Galactosyl-1,2-diacylglycerol_MDGD_[cyt] + 0.2650 Digalactosyl-diacylglycerol_DGDG_[cyt] + 0.2550 Sulfoquinovosyldiacylglycerol_SQDG_[cyt] + 0.100 Phosphatidylglycerol_PG_[cyt] => 1 TB5_[cyt]",-,0.380 C03692_MGDG_[cyt] + 0.2650 C06037_DGDG_[cyt] + 0.2550 C13508_SQDG_[cyt] + 0.1000 C00344_PG_[cyt] => 1 TB5_[cyt],General,-,Lipid fraction of Biomass
R87,BioPool,-,1.147 Putrescine_[cyt] + 0.233 Spermidine_[cyt] + 0.010 Acetyl-CoA_[cyt] + 0.006 CoA_[cyt] + 0.003 Succinyl-CoA_[cyt] + 0.001 Malonyl-CoA_[cyt] + 0.062 NAD+_[cyt] + 0.002 NADH_[cyt] + 0.004 NADPH_[cyt] + 0.012 NADP_[cyt] + 0.008 FAD_[cyt] + 0.008 Tetrahyd,-,1.147 C00134_[cyt] + 0.233 C00315_[cyt] + 0.010 C00024_[cyt] + 0.006 C00010_[cyt] + 0.003 C00091_[cyt] + 0.001 C00083_[cyt] + 0.062 C00003_[cyt] + 0.002 C00004_[cyt] + 0.004 C00006_[cyt] + 0.012 C00005_[cyt] + 0.008 C00016_[cyt] + 0.008 C00101_[cyt] + 0.0,General,-,Pool fraction of Biomass
R88,BioIons,-,17.040 Potassium_[cyt] + 1.136 NH4+_[cyt] + 0.757 Magnesium_[cyt] + 0.454 Calcium_[cyt] + 0.682 Fe2+_[cyt] + 0.682 Fe3+_[cyt] + 0.303 Copper_[cyt] + 0.303 Manganese_[cyt] + 0.303 Molybdate_[cyt] + 0.303 Cobalt ion_[cyt] + 0.303 Zinc_[cyt] + 0.379 Sulfate_,-,17.040 C00238_[cyt] + 1.136 C01342_[cyt] + 0.757 C00305_[cyt] + 0.454 C00076_[cyt] + 0.682 C14818_[cyt] + 0.682 C14819_[cyt] + 0.303 C00070_[cyt] + 0.303 C00034_[cyt] + 0.303 C06232_[cyt] + 0.303 C00175_[cyt] + 0.303 C00038_[cyt] + 0.379 C00059_[cyt] + 0.,General,-,Inorganic Ion fraction of Biomass
R89,BioPigs,-,0.827 Chlorophyll a_[cyt] + 0.134 beta-Carotene_[cyt] + 0.113 Zeaxanthin_[cyt] + 0.098 Echinenone_[cyt] + 0.063 gamma-Carotene_[cyt] + 0.010 alpha-Tocopherol_[cyt] + 0.001 beta-Tocopherol_[cyt] + 0.001 gamma-Tocopherol_[cyt] + 0.009 delta-Tocopherol_[cyt],-,0.827 C05306_[cyt] + 0.134 C02094_[cyt] + 0.113 C06098_[cyt] + 0.098 C08592_[cyt] + 0.063 C05435_[cyt] + 0.010 C02477_[cyt] + 0.001 C14152_[cyt] + 0.001 C02483_[cyt] + 0.009 C14151_[cyt] + 0.067 C02059_[cyt] => 1 TB8_[cyt],General,-,Pigment fraction of Biomass
R90,Biomass,-,53.350 ATP_[cyt] + 53.350 H2O_[cyt] + 0.51 TB1_[cyt] + 0.031 TB2_[cyt] + 0.17 TB3_[cyt] + 0.059 TB4_[cyt] + 0.12 TB5_[cyt] + 0.029 TB6_[cyt] + 0.01 TB7_[cyt] + 0.0244 TB8_[cyt] + 0.21031 Glycogen => 1 Biomass_[ext] + 53.350 ADP + 53.350 Pi,-,53.350 C00002_[cyt] + 53.350 C00001_[cyt] + 0.51 TB1_[cyt] + 0.031 TB2_[cyt] + 0.17 TB3_[cyt] + 0.059 TB4_[cyt] + 0.12 TB5_[cyt] + 0.029 TB6_[cyt] + 0.01 TB7_[cyt] + 0.0244 TB8_[cyt] + 0.21031 C00182_[cyt] => 1 B0_[ext] + 53.350 C00008_[cyt] + 53.350 C000,General,-,Biomass
R91,slr1255,2.5.1.32,2 Geranylgeranyl diphosphate_[cyt] => Diphosphate_[cyt] + Prephytoene diphosphate_[cyt],R02065,2 C00353_[cyt] => C00013_[cyt] + C03427_[cyt],Carotenoid,A,
R92,slr1255,2.5.1.32,Prephytoene diphosphate_[cyt] => Phytoene_[cyt] + Diphosphate_[cyt],R07270,C03427_[cyt] => C05413_[cyt] + C00013_[cyt],Carotenoid,A,
R93,slr1254,1.14.99.-,Phytoene_[cyt] + NADP+_[cyt] => all-trans-Phytofluene_[cyt] + NADPH_[cyt] + H+_[cyt],-,C05413_[cyt] + C00006_[cyt] => C05414_[cyt] + C00005_[cyt] + C00080_[cyt],Carotenoid,A,Schneider et al. 1997
R94,slr1254,1.14.99.-,all-trans-Phytofluene_[cyt] + NADP+_[cyt] => all-trans-zeta-Carotene_[cyt] + NADPH_[cyt] + H+_[cyt],-,C05414_[cyt] + C00006_[cyt] => C05430_[cyt] + C00005_[cyt] + C00080_[cyt],Carotenoid,A,Schneider et al. 1997
R95,"sll0033, slr0940",-,all-trans-zeta-Carotene_[cyt] + NADPH_[cyt] + H+_[cyt] + Oxygen_[cyt] => all-trans-Neurosporene_[cyt] + 2 H2O_[cyt] + NADP+_[cyt],-,C05430_[cyt] + C00005_[cyt] + C00080_[cyt] + C00007_[cyt] => C05431_[cyt] + 2 C00001_[cyt] + C00006_[cyt],Carotenoid,A,"Breitenbach 1998, 2001; Masamoto et al. 2001"
R96,"sll0033, slr0940",-,all-trans-Neurosporene_[cyt] + NADPH_[cyt] + H+_[cyt] + Oxygen_[cyt] => Lycopene_[cyt] + 2 H2O_[cyt] + NADP+_[cyt],-,C05431_[cyt] + C00005_[cyt] + C00080_[cyt] + C00007_[cyt] => C05432_[cyt] + 2 C00001_[cyt] + C00006_[cyt],Carotenoid,A,"Breitenbach 1998, 2001; Masamato et al. 2001"
R97,sll0147,-,Lycopene_[cyt] <=> gamma-Carotene_[cyt],R05341,C05432_[cyt] <=> C05435_[cyt],Carotenoid,A,Takaichi and Mochimaru 2007
R98,sll0147,-,gamma-Carotene_[cyt] <=> beta-Carotene_[cyt],R03824,C05435_[cyt] <=> C02094_[cyt],Carotenoid,A,Takaichi and Mochimaru 2007
R99,sll1468,1.14.13.-,beta-Carotene_[cyt] + NADH_[cyt] + H+_[cyt] + Oxygen_[cyt] => beta-Cryptoxanthin_[cyt] + NAD+_[cyt] + H2O_[cyt],R07558,C02094_[cyt] + C00004_[cyt] + C00080_[cyt] + C00007_[cyt] => C08591_[cyt] + C00003_[cyt] + C00001_[cyt],Carotenoid,A,Takaichi and Mochimaru 2007
R100,sll1468,1.14.13.-,beta-Cryptoxanthin_[cyt] + NADH_[cyt] + H+_[cyt] + Oxygen_[cyt] => Zeaxanthin_[cyt] + NAD+_[cyt] + H2O_[cyt],R07559,C08591_[cyt] + C00004_[cyt] + C00080_[cyt] + C00007_[cyt] => C06098_[cyt] + C00003_[cyt] + C00001_[cyt],Carotenoid,A,Takaichi and Mochimaru 2007
R101,sll1468,1.14.13.-,Echinenone_[cyt] + NADH_[cyt] + H+_[cyt] + Oxygen_[cyt] => 3-Hydroxyechinenone_[cyt] + NAD+_[cyt] + H2O_[cyt],R07562,C08592_[cyt] + C00004_[cyt] + C00080_[cyt] + C00007_[cyt] => C15966_[cyt] + C00003_[cyt] + C00001_[cyt],Carotenoid,A,Takaichi and Mochimaru 2007
R102,slr0088,-,beta-Carotene_[cyt] + NADPH_[cyt] + H+_[cyt] + Oxygen_[cyt] => Echinenone_[cyt] + NADP+_[cyt] + H2O_[cyt] + H+_[cyt],-,C02094_[cyt] + C00005_[cyt] + C00080_[cyt] + C00007_[cyt] => C08592_[cyt] + C00006_[cyt] + C00001_[cyt] + C00080_[cyt],Carotenoid,A,Fernández-González et al. 1997
R103,sll0179,6.1.1.17,tRNA(Glu)_[cyt] + L-Glutamate_[cyt] + ATP_[cyt] => L-Glutamyl-tRNA(Glu)_[cyt] + Diphosphate_[cyt] + AMP_[cyt],R05578,C01641_[cyt] + C00025_[cyt] + C00002_[cyt] => C02987_[cyt] + C00013_[cyt] + C00020_[cyt],Chlorophyll,A,
R104,slr1808,1.2.1.70,L-Glutamyl-tRNA(Glu)_[cyt] + NADPH_[cyt] + H+_[cyt] => (S)-4-Amino-5-oxopentanoate_[cyt] + tRNA(Glu)_[cyt] + NADP+_[cyt],R04109,C02987_[cyt] + C00005_[cyt] + C00080_[cyt] => C03741_[cyt] + C01641_[cyt] + C00006_[cyt],Chlorophyll,A,
R105,sll0017,5.4.3.8,5-Aminolevulinate_[cyt] <=> (S)-4-Amino-5-oxopentanoate_[cyt],R02272,C00430_[cyt] <=> C03741_[cyt],Chlorophyll,A,
R106,sll1994,4.2.1.24,2 5-Aminolevulinate_[cyt] => Porphobilinogen_[cyt] + 2 H2O_[cyt],R00036,2 C00430_[cyt] => C00931_[cyt] + 2 C00001_[cyt],Chlorophyll,A,
R107,slr1887,2.5.1.61,4 Porphobilinogen_[cyt] + H2O_[cyt] <=> Hydroxymethylbilane_[cyt] + 4 NH3_[cyt],R00084,4 C00931_[cyt] + C00001_[cyt] => C01024_[cyt] + 4 C00014_[cyt],Chlorophyll,A,
R108,sll0166,4.2.1.75,Hydroxymethylbilane_[cyt] => Uroporphyrinogen III_[cyt] + H2O_[cyt],R03165,C01024_[cyt] => C01051_[cyt] + C00001_[cyt],Chlorophyll,A,
R109,slr0536,4.1.1.37,Uroporphyrinogen III_[cyt] => Coproporphyrinogen III_[cyt] + 4 CO2_[cyt],R03197,C01051_[cyt] => C03263_[cyt] + 4 C00011_[cyt],Chlorophyll,A,
R110,sll1185,1.3.3.3,Coproporphyrinogen III_[cyt] + Oxygen_[cyt] => Protoporphyrinogen IX_[cyt] + 2 CO2_[cyt] + 2 H2O_[cyt],R03220,C03263_[cyt] + C00007_[cyt] => C01079_[cyt] + 2 C00011_[cyt] + 2 C00001_[cyt],Chlorophyll,A,
R111,sll1876,1.3.99.22,Coproporphyrinogen III_[cyt] + 2 S-Adenosyl-L-methionine_[cyt] => Protoporphyrinogen IX_[cyt] + 2 CO2_[cyt] + 2 L-Methionine_[cyt] + 2 5'-Deoxyadenosine_[cyt],R06895,C03263_[cyt] + 2 C00019_[cyt] => C01079_[cyt] + 2 C00011_[cyt] + 2 C00073_[cyt] + 2 C05198_[cyt],Chlorophyll,A,
R112,sll1917,1.3.99.22,Coproporphyrinogen III_[cyt] + 2 S-Adenosyl-L-methionine_[cyt] => Protoporphyrinogen IX_[cyt] + 2 CO2_[cyt] + 2 L-Methionine_[cyt] + 2 5'-Deoxyadenosine_[cyt],R06895,C03263_[cyt] + 2 C00019_[cyt] => C01079_[cyt] + 2 C00011_[cyt] + 2 C00073_[cyt] + 2 C05198_[cyt],Chlorophyll,A,
R113,sll1237,1.3.3.4,2 Protoporphyrinogen IX_[cyt] + 3 Oxygen_[cyt] <=> 2 Protoporphyrin_[cyt] + 6 H2O_[cyt],R03222,2 C01079_[cyt] + 3 C00007_[cyt] => 2 C02191_[cyt] + 6 C00001_[cyt],Chlorophyll,C,"BLAST search: identity 54%, score 308, E-value 4e-85 to protoporphyrinogen oxidase from Anabaena sp. PCC 7120 "
R114,slr1790,1.3.3.4,2 Protoporphyrinogen IX_[cyt] + 3 Oxygen_[cyt] <=> 2 Protoporphyrin_[cyt] + 6 H2O_[cyt],R03222,2 C01079_[cyt] + 3 C00007_[cyt] => 2 C02191_[cyt] + 6 C00001_[cyt],Chlorophyll,B,Kato et al. 2010
R115,"slr1030, slr1055, slr1777",6.6.1.1,ATP_[cyt] + Protoporphyrin_[cyt] + Magnesium_[cyt] + H2O_[cyt] => ADP_[cyt] + Orthophosphate_[cyt] + Magnesium protoporphyrin_[cyt] + 2 H+_[cyt],R03877,C00002_[cyt] + C02191_[cyt] + C00305_[cyt] + C00001_[cyt] => C00008_[cyt] + C00009_[cyt] + C03516_[cyt] + 2 C00080_[cyt],Chlorophyll,A,
R116,slr0525,2.1.1.11,S-Adenosyl-L-methionine_[cyt] + Magnesium protoporphyrin_[cyt] => S-Adenosyl-L-homocysteine_[cyt] + Magnesium protoporphyrin monomethyl ester_[cyt],R04237,C00019_[cyt] + C03516_[cyt] => C00021_[cyt] + C04536_[cyt],Chlorophyll,A,
R117,sll1874,1.14.13.81,Magnesium protoporphyrin monomethyl ester_[cyt] + NADPH_[cyt] + H+_[cyt] + Oxygen_[cyt] => 13(1)-Hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester_[cyt] + NADP+_[cyt] + H2O_[cyt],R06265,C04536_[cyt] + C00005_[cyt] + C00080_[cyt] + C00007_[cyt] => C11829_[cyt] + C00006_[cyt] + C00001_[cyt],Chlorophyll,A,
R118,slr0905,-,Magnesium protoporphyrin monomethyl ester_[cyt] + NADPH_[cyt] + H+_[cyt] + Oxygen_[cyt] => 13(1)-Hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester_[cyt] + NADP+_[cyt] + H2O_[cyt],R06265,C04536_[cyt] + C00005_[cyt] + C00080_[cyt] + C00007_[cyt] => C11829_[cyt] + C00006_[cyt] + C00001_[cyt],Chlorophyll,A,
R119,sll1214,1.14.13.81,Magnesium protoporphyrin monomethyl ester_[cyt] + NADPH_[cyt] + H+_[cyt] + Oxygen_[cyt] => 13(1)-Hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester_[cyt] + NADP+_[cyt] + H2O_[cyt],R06265,C04536_[cyt] + C00005_[cyt] + C00080_[cyt] + C00007_[cyt] => C11829_[cyt] + C00006_[cyt] + C00001_[cyt],Chlorophyll,A,
R120,sll1874,1.14.13.81,13(1)-Hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester_[cyt] + NADPH_[cyt] + H+_[cyt] + Oxygen_[cyt] => 13(1)-Oxo-magnesium-protoporphyrin IX 13-monomethyl ester_[cyt] + NADP+_[cyt] + 2 H2O_[cyt],R06266,C11829_[cyt] + C00005_[cyt] + C00080_[cyt] + C00007_[cyt] => C11830_[cyt] + C00006_[cyt] + 2 C00001_[cyt],Chlorophyll,A,
R121,slr0905,-,13(1)-Hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester_[cyt] + NADPH_[cyt] + H+_[cyt] + Oxygen_[cyt] => 13(1)-Oxo-magnesium-protoporphyrin IX 13-monomethyl ester_[cyt] + NADP+_[cyt] + 2 H2O_[cyt],R06266,C11829_[cyt] + C00005_[cyt] + C00080_[cyt] + C00007_[cyt] => C11830_[cyt] + C00006_[cyt] + 2 C00001_[cyt],Chlorophyll,A,
R122,sll1214,1.14.13.81,13(1)-Hydroxy-magnesium-protoporphyrin IX 13-monomethyl ester_[cyt] + NADPH_[cyt] + H+_[cyt] + Oxygen_[cyt] => 13(1)-Oxo-magnesium-protoporphyrin IX 13-monomethyl ester_[cyt] + NADP+_[cyt] + 2 H2O_[cyt],R06266,C11829_[cyt] + C00005_[cyt] + C00080_[cyt] + C00007_[cyt] => C11830_[cyt] + C00006_[cyt] + 2 C00001_[cyt],Chlorophyll,A,
R123,sll1874,1.14.13.81,13(1)-Oxo-magnesium-protoporphyrin IX 13-monomethyl ester_[cyt] + NADPH_[cyt] + H+_[cyt] + Oxygen_[cyt] => Divinylprotochlorophyllide_[cyt] + NADP+_[cyt] + 2 H2O_[cyt],R06267,C11830_[cyt] + C00005_[cyt] + C00080_[cyt] + C00007_[cyt] => C11831_[cyt] + C00006_[cyt] + 2 C00001_[cyt],Chlorophyll,A,
R124,slr0905,-,13(1)-Oxo-magnesium-protoporphyrin IX 13-monomethyl ester_[cyt] + NADPH_[cyt] + H+_[cyt] + Oxygen_[cyt] => Divinylprotochlorophyllide_[cyt] + NADP+_[cyt] + 2 H2O_[cyt],R06267,C11830_[cyt] + C00005_[cyt] + C00080_[cyt] + C00007_[cyt] => C11831_[cyt] + C00006_[cyt] + 2 C00001_[cyt],Chlorophyll,A,
R125,sll1214,1.14.13.81,13(1)-Oxo-magnesium-protoporphyrin IX 13-monomethyl ester_[cyt] + NADPH_[cyt] + H+_[cyt] + Oxygen_[cyt] => Divinylprotochlorophyllide_[cyt] + NADP+_[cyt] + 2 H2O_[cyt],R06267,C11830_[cyt] + C00005_[cyt] + C00080_[cyt] + C00007_[cyt] => C11831_[cyt] + C00006_[cyt] + 2 C00001_[cyt],Chlorophyll,A,
R126,slr1923,1.3.1.75,Divinylprotochlorophyllide_[cyt] + NADPH_[cyt] + H+_[cyt] => Protochlorophyllide_[cyt] + NADP+_[cyt],R06896,C11831_[cyt] + C00005_[cyt] + C00080_[cyt] => C02880_[cyt] + C00006_[cyt],Chlorophyll,B,Ito et al. 2008; Islam et al. 2008
R127,slr0506,1.3.1.33,Chlorophyllide_[cyt] + NADP+_[cyt] <= Protochlorophyllide_[cyt] + NADPH_[cyt] + H+_[cyt],R03845,C02139_[cyt] + C00006_[cyt] <= C02880_[cyt] + C00005_[cyt] + C00080_[cyt],Chlorophyll,A,light dependent
R128,"slr0749, slr0750, slr0772",1.3.7.7,Protochlorophyllide_[cyt] + Oxidized ferredoxin_[cyt] + 2 ADP_[cyt] + 2 Orthophosphate_[cyt] => Chlorophyllide_[cyt] + Reduced ferredoxin_[cyt] + 2 ATP_[cyt],R06282,C02880_[cyt] + C00139_[cyt] + 2 C00008_[cyt] + 2 C00009_[cyt] => C02139_[cyt] + C00138_[cyt] + 2 C00002_[cyt],Chlorophyll,A,light independent
R129,slr0056,2.5.1.62,Chlorophyllide_[cyt] + Phytyl diphosphate_[cyt] => Chlorophyll a_[cyt] + Diphosphate_[cyt],R06284,C02139_[cyt] + C05427_[cyt] => C05306_[cyt] + C00013_[cyt],Chlorophyll,A,
R130,slr2141,1.5.1.20,"5-Methyltetrahydrofolate_[cyt] + NADP+_[cyt] <= 5,10-Methylenetetrahydrofolate_[cyt] + NADPH_[cyt] + H+_[cyt]",R01224,C00440_[cyt] + C00006_[cyt] <= C00143_[cyt] + C00005_[cyt] + C00080_[cyt],Folate,C,"BLAST search: 75 % identity, 450 Score and E-value e-128 to methylenetetrahydrofolate reductase from Cyanothece sp. PCC 8801 ; Unclear if NADP or NAD serves as electron acceptor"
R131,slr0426,3.5.4.16,"GTP_[cyt] + H2O_[cyt] => 2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate_[cyt] + Formate_[cyt]",R00424,C00044_[cyt] + C00001_[cyt] => C04895_[cyt] + C00058_[cyt],Folate,A,
R132,sll1076 or slr0787 or slr0920,3.6.1.-,"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate_[cyt] + H2O_[cyt] => Dihydroneopterin phosphate_[cyt] + Diphosphate_[cyt]",R04638,C04895_[cyt] + C00001_[cyt] => C05925_[cyt] + C00013_[cyt],Folate,A,
R133,sll1076 or slr0787 or slr0920,3.6.1.-,"2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine_[cyt] + Orthophosphate_[cyt] <= Dihydroneopterin phosphate_[cyt] + H2O_[cyt]",R04621,C04874_[cyt] + C00009_[cyt] <= C05925_[cyt] + C00001_[cyt],Folate,A,
R134,slr1626,4.1.2.25,"2-Amino-4-hydroxy-6-(D-erythro-1,2,3-trihydroxypropyl)-7,8-dihydropteridine_[cyt] => Glycolaldehyde_[cyt] + 2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine_[cyt]",R03504,C04874_[cyt] => C00266_[cyt] + C01300_[cyt],Folate,A,
R135,slr0091,1.2.1.3,Glycolaldehyde_[cyt] + NAD+_[cyt] + H2O_[cyt] => Glycolate_[cyt] + NADH_[cyt] + H+_[cyt],R01333,C00266_[cyt] + C00003_[cyt] + C00001_[cyt] => C00160_[cyt] + C00004_[cyt] + C00080_[cyt],Folate,D,maybe catalyzed by the aldehyhyrogenase 1.2.1.21
R136,slr1093,2.7.6.3,"ATP_[cyt] + 2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine_[cyt] => AMP_[cyt] + 2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine_[cyt]",R03503,C00002_[cyt] + C01300_[cyt] <=> C00020_[cyt] + C04807_[cyt],Folate,A,
R137,slr2026,2.5.1.15,"2-Amino-7,8-dihydro-4-hydroxy-6-(diphosphooxymethyl)pteridine_[cyt] + 4-Aminobenzoate_[cyt] => Diphosphate_[cyt] + Dihydropteroate_[cyt]",R03067,C04807_[cyt] + C00568_[cyt] => C00013_[cyt] + C00921_[cyt],Folate,A,
R138,slr2026,2.5.1.15,"2-Amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine_[cyt] + 4-Aminobenzoate_[cyt] => Dihydropteroate_[cyt] + H2O_[cyt]",R03066,C01300_[cyt] + C00568_[cyt] => C00921_[cyt] + C00001_[cyt],Folate,A,
R139,slr0887,4.1.3.38,4-Amino-4-deoxychorismate_[cyt] => 4-Aminobenzoate_[cyt] + Pyruvate_[cyt],R05553,C11355_[cyt] => C00568_[cyt] + C00022_[cyt],Folate,A,
R140,slr1979,2.6.1.85,Chorismate_[cyt] + L-Glutamine_[cyt] => 4-Amino-4-deoxychorismate_[cyt] + L-Glutamate_[cyt],R01716,C00251_[cyt] + C00064_[cyt] => C11355_[cyt] + C00025_[cyt],Folate,C,"BLAST search: 63.5 % identity, 574 Score and E-value e-165 to para-aminobenzoate synthase component I from Cyanothece sp. PCC 8801"
R141,sll1612,6.3.2.17,ATP_[cyt] + Dihydropteroate_[cyt] + L-Glutamate_[cyt] => ADP_[cyt] + Orthophosphate_[cyt] + Dihydrofolate_[cyt],R02237,C00002_[cyt] + C00921_[cyt] + C00025_[cyt] => C00008_[cyt] + C00009_[cyt] + C00415_[cyt],Folate,A,
R142,sll1612,6.3.2.12,ATP_[cyt] + Dihydropteroate_[cyt] + L-Glutamate_[cyt] => ADP_[cyt] + Orthophosphate_[cyt] + Dihydrofolate_[cyt],R02237,C00002_[cyt] + C00921_[cyt] + C00025_[cyt] => C00008_[cyt] + C00009_[cyt] + C00415_[cyt],Folate,A,
R143,slr2026,1.5.1.3,Tetrahydrofolate_[cyt] + NADP+_[cyt] <= Dihydrofolate_[cyt] + NADPH_[cyt] + H+_[cyt],R00939,C00101_[cyt] + C00006_[cyt] <= C00415_[cyt] + C00005_[cyt] + C00080_[cyt],Folate,D,slr2026 is coding for FoIP (2.5.1.15 ) which also can as a dihydropteroate reductase 1.5.1.3 (at least in H. pylori);  Levin et al. 2007
R144,sll0070,3.5.1.10,10-Formyltetrahydrofolate_[cyt] + H2O_[cyt] => Formate_[cyt] + Tetrahydrofolate_[cyt],R00944,C00234_[cyt] + C00001_[cyt] => C00058_[cyt] + C00101_[cyt],Folate,A,
R145,sll0753,3.5.4.9,"5,10-Methenyltetrahydrofolate_[cyt] + H2O_[cyt] <=> 10-Formyltetrahydrofolate_[cyt] + H+_[cyt]",R01655,C00445_[cyt] + C00001_[cyt] <=> C00234_[cyt] + C00080_[cyt],Folate,A,
R146,sll0753,1.5.1.5,"5,10-Methylenetetrahydrofolate_[cyt] + NADP+_[cyt] <=> 5,10-Methenyltetrahydrofolate_[cyt] + NADPH_[cyt]",R01220,C00143_[cyt] + C00006_[cyt] <=> C00445_[cyt] + C00005_[cyt],Folate,A,
R147,-,-,1 ATP_[cyt] + H2O_[cyt] => 1 ADP_[cyt] + Orthophosphate_[cyt],-,C00002_[cyt] + C00001_[cyt] => C00008_[cyt] + C00009_[cyt],General,-,ATP Hydrolysis
R148,-,-,1 HCO3-_[cax] + 1 H+_[cax] <=> 1 H2CO3_[cax],-,C00288_[cax] + C00080_[cax] <=> C01353_[cax],General,A,spontaneous
